word,phonetic,pos,meaning,examples,memory_methods,derivatives,collocations,extensions,chapter,source_page,source_book,confidence
reservation,/ˌrezəˈveɪʃn/,n.,（旅馆房间等的）预订；预约,Charlie is going to make a reservation for his boss. 查理要为他的老板 订一个房间。,划分：re | serv | ation 针对第1个元素采用,,,,Part3,186,单词突围5200 上册,1.0
reserve,/rɪˈzɜːv/,n.,/vt.保留，储备；预订,I reserve the right to disagree. 我保留持不同意见的权利。,"reservation 为已经记忆过的单词，表示 n.（旅馆房间等的）预订；预约；末尾去 掉 -ation 名词后缀得到核心含义相同的动词和名词含义，即 n./vt.预订； 又因为""预订""之后对应的店面会为你保留位置，由此引申得到 reserve 还可表示 reservation reserve n./vt.保留，储备",,,reservation n.预订；保留；reserved ad .预订的；缄默的,Part3,186,单词突围5200 上册,1.0
resident,/ˈrezɪdənt/,n.,居民，定居者；住院医生；ad .居住的，定居的；住校的；住院的,The decrease in the number of permanent residents in Venice is mainly due to the increase of tourists. 威尼斯常住居民人数的减少主要是由游 客人数的增加导致的。,划分：resi | dent 针对第1个元素采用含义联想法：通过 resi 联想到熟悉单词 rest v.休息；这里引申 为躺着休息，比如在家里躺着睡觉； 针对第2个元素采用 | 词根分析：-ent：词缀，表示人的名词后缀； | 巧记：通过熟练掌握 resident 反向记忆，由于 resident 表示 n.居民，为表示人的 名词含义，由此把握 -ent 作名词后缀的含义倾向与人有关,,,residential ad .住宅的,Part2,395,单词突围5200 上册,1.0
residential,/ˌrezɪˈdenʃl/,,ad .居住的，住宅的；寄宿制的，需住宿的,Their residential building is located next to the park. 他们的住宅大楼坐 落于公园旁。,resident 为已经记忆过的单词表示 n.居民，在末尾加上形容词后缀 -ial，词性变为 形容词，核心含义不变，表示 ad .居住的，住宅的；将有关住宿的含义延伸到与学 校相关的含义，即学校要求学生住在学校，表示 ad .寄宿制的，需住宿的,,,,Part2,396,单词突围5200 上册,1.0
resolve,/rɪˈzɒlv/,,v/n.解决，解答；决定，决意；分解,The experiment shows how the ob ect is resolved into constituent,划分：re 丨 solve 针对第1个元素采用,,resolve a budget problem 解决一个预算方面的问题； resolve secret,,Part1,805,单词突围5200 上册,1.0
resort,/rɪˈzɔːrt/,n.,求助，诉诸；凭借；求助（或凭借）的对象，采用的手段（或办法）；常 去之地，胜地；vi.诉诸，求助于,"Once boys and girls were segregated,teachers resorted to traditional gender stereotypes to turn their classes, and within ust three years, five pf the six districts had gone back to coeducation. 男生和女生一旦被隔离，教师 们就采取传统的性别套路来管理课堂，而仅仅三年时间内，六个学区中有五个又回 resort 归至男女同校模式，",划分：re丨（re)sort 针对第1个元素采用,,resort to 求助，凭借，诉诸,,Part4,1107,单词突围5200 上册,1.0
respect,/rɪˈspekt/,n.,尊敬，尊重；方面；vt.尊敬，尊重,Every country should take mutual respect as one of their principles. 各国都应该把互相尊重作为一项原则。,"① 随着嘻哈风潮的流行，大家对 respect 这个词应该并不陌生，因为 respect 是 rapper（说唱歌手）们经常挂在嘴上的词，表示对别人的尊重，尊敬。由此记住 respect 表示 n.尊敬，尊重；vt.尊敬，尊重； surroundings surround respect ② 随着嘻哈的流行，大众对嘻哈歌手的非议也越来越多，其中最多的指责认为， 嘻哈歌手过于强调装酷和耍帅，而忽略了对正向价值观的传播和自身内涵的打造， 进而给社会造成了一些不良影响。 这提醒我们，要想真正获得社会的尊重（respect），仅仅会装酷耍帅还不够，还 需要在更多""方面（respect）""都做得更好才行。 总结：嘻哈歌手应该努力让自己更多的 respect（方面）值得被 respect（尊 重）。 | 词根分析：spect：词根，表示看； | 巧记：熟练掌握 respect v.尊重 的含义之后，将 respect 重新进行划分：re | spect ，其中 re 表示有一次、多次；spect 表示看 —— > 一次会面中，被别人重 复多次（re）打量（spect）的人往往是地位最高、最德高望重、最被人尊敬的 人。",,,respectful ad .恭敬的，尊敬的；respectable ad .可敬的；可观的；体 面的,Part1,25,单词突围5200 上册,1.0
respectable,/rɪˈspektəbl/,,ad .值得尊重的，体面的,"He was respectable and no one questioned. 他品格高尚, 没有人怀疑。 respectable","respect 为已经记忆过的单词，表示 n.尊敬，尊重；末尾加上 -able 表示""能…的"" 形容词后缀，得到核心含义相同的形容词含义，表示能够收获别人尊重的，即 ad . 值得尊重的，体面的",,,,Part2,404,单词突围5200 上册,1.0
respectful,/rɪˈspektfl/,,ad .恭敬的，有礼貌的,He behaves in a respectful way. 他举止彬彬有礼。,"respect 为已经记忆过的单词，表示 vt.尊敬，尊重；末尾加上 -ful 形容词后缀， 得到核心含义相同的形容词含义，表示与""尊敬、尊重、彬彬有礼""相关的含义 ad . 恭敬的，有礼貌的",,,,Part1,26,单词突围5200 上册,1.0
respond,/dɪˈsp uːtəbl/,,ad .可争辩的；可商榷的；有争议的,The referee's decision was disputable. 裁判员的裁决有争议。 dispute disputable respond,dispute 为已经记忆过的单词，表示 v.争论，争执；对…表示异议；末尾去掉 -e 动词后缀，加上 -able 表示能…的形容词后缀，得到核心含义相同的形容词含义， 意为 ad .可争辩的；可商榷的；有争议的,,,,Part4,234,单词突围5200 上册,1.0
respondent,/rɪˈspɑːndənt/,n.,应答者；被告；ad .应答的,"As you can see, this respondent took a different approach from the first respondent. 如你所见，这个答题者采取了跟第一个答题者不同的方法。 respondent","① respond 为已经记忆过的单词，表示 v.回答，回应；做出回应；末尾加上 -ent 表示人的名词后缀，得到核心含义相同且与人有关的名词含义，表示回答的人或者 需要作出回应的人，即 n.应答者；由名词引申为形容词含义，表示核心含义一致的 形容词含义 ad .应答的； ② 由此引申到法律诉讼场景中，原告提出对被告的诉讼，被告则必须在法庭中对 自己的行为进行辩护，同时还需要对原告提出的质询基于回答。从这个角度看，"" 被告""在法庭中正好就是需要回答质询的""应答者""，故 respondent 作名词还可以 表示 n.被告",,,,Part4,236,单词突围5200 上册,1.0
response,/rɪˈspɒnd/,v.,回答，回应；做出回应,They usually respond to it in one of these three ways. 他们经常以这三 种方式中的一种回应它。,"划分：res | pond 针对第1个元素采用含义联想记忆法：通过 res 联想其已经记忆过的单词 respect n.尊敬，尊重；方面；vt.尊敬，尊重； 针对第2个元素采用谐音记忆法：pond 在这个单词中的读音类似熟悉单词 band n.乐队， 综合考虑两个元素 ——> 想象一个知名乐队（pond - band）在舞台上表演，台 下的所有观众热情高涨地对乐队大喊""respect！""面对台下观众如此热烈的欢迎， 乐队成员自然也热情地""回应（respond）""观众们：""我爱你们！"" 具体刻画自己喜欢的乐队在台上热情回应台下观众的场景，由此记住 respond 表 示 v.回应；稍作延伸表示 v.回答；做出回应",,respond to … 对…做出反应,response n.回答，相应；responsive ad .响应的；respondent n.回答 者；响应者,Part4,235,单词突围5200 上册,1.0
responsibility,/ˈɒpʃn/,n.,选择，选择权，选择自由；（供）选择的事物或人；选修课；选项,This option allows a ob seeker to post a resume without having it searched by employers. 这个选项使求职者可以上传简历，而雇主却无法搜索。,"optional 为已经记忆过的单词，表示 ad .选择的；末尾去掉 -al 形容词后缀，得到 核心含义相同，即与""选择""相关的一系列名词含义 ——> n.选择，选择权，选择自 由；（供）选择的事物或人；选修课；选项； 注意：有关 optional 这个单词不必在意具体含义之间的细微差别，重点把握其与"" 选择""有关的核心含义内核即可，具体含义可由核心含义在具体场景中发散延伸而 来。",,,optional ad .可选择的，非强制性的； option responsibility,Part1,245,单词突围5200 上册,1.0
responsible,/rɪˈspɒnsəbl/,,ad .需负责任的，承担责任的；有责任感的，负责可靠的；责任重大的；引 起…的,As manager，Tiffany is responsible for interviewing applicants for some of the positions with her company. 作为经理，提夫尼负责面试公司一些 职位的应聘者。,"responsibility 为已经记忆过的单词，表示 n.责任；末尾去掉 -ility 名词后缀，加 上 -ble 形容词后缀，得到核心含义与""责任、负责""相关的形容词含义，即 ad .需 负责任的，承担责任的；有责任感的，负责可靠的；责任重大的；引起…的",,,responsibility n.责任，义务,Part1,246,单词突围5200 上册,1.0
responsive,/rɪˈspɒns/,n.,响应，回答，反应,I've had no response to my letter. 我还没有回信。,respond 为已经记忆过的单词，表示 v.回答，回应；做出回应；末尾去掉 -d 动词 后缀，加上 -se 名词后缀，得到核心含义相同的名词含义，即 n.响应，回答，反 应,,in response to 相应，对…作出回应； response responsive,,Part4,235,单词突围5200 上册,1.0
rest,/rest/,n.,休息；剩余的部分，其余的人（或物）；vi.休息，歇息,Take what you want and throw the rest away. 把你想要的拿走，其余的 丢掉。,（熟悉单词，无需额外记忆方法）,,the rest of … 剩余的…；rest on/upon … 依据，依靠：Your argument rests on a statement that can't be proved. 你的论点是以一项无法证 明的陈述为依据的。,,Part2,395,单词突围5200 上册,1.0
restore,/rɪˈstɔːr/,v.,恢复；修复，修整；归还，交还,I know how to make him restore your money. 我知道怎样让他还你钱。 store restore,划分：re | store 针对第1个元素采用,,restore habitat 恢复栖息地,,Part3,739,单词突围5200 上册,1.0
restrain,/streɪn/,n.,拉紧，绷紧，张力；压力，负担；极度紧张；拉伤；v.拉紧；尽力；扭 伤，拉伤,They strained to see the boat far away from them. 他们尽力睁大眼睛去 看远处那只船。 对比辨析：strain，stress，tension strain 指影响身心健康的紧张状态；stress 指由生活、工作导致的心理或生理上的 紧张；tension 常指关系的紧张形势。 restrain,"① 针对整个单词采用谐音记忆法：strain 的发音类似中文""使劲""，同时 train 在单 词里的发音类似中文""劲"" ——> 不仅使劲，而且还不是一般的使劲，而是将全身 的力气都使了出来。 现在请你想象自己正在使出全身力气参加拔河比赛，具体刻画那种双方队员都憋红 了脸用尽全身力气的场景，由这个场景可以记住 strain 作动词表示 v.拉紧；尽 力；作名词表示 n.拉紧，绷紧，极度紧张； ② 更进一步，在拔河比赛中，由于双方都拼命将绳子拉紧，故绳子内存在巨大的"" 张力""，所以 strain 可以表示紧张局面中蕴含的 n.张力； ③ 同样基于激烈的拔河比赛，现在我们跳出来审视全局。由于双方都不愿意输掉 比赛，因此在奋力拔河的过程中双方队员的精神都处于""高度紧张""的状态且同时承 受着高度的""压力""甚至是担心输掉比赛的心理""负担""，故从队员的精神状态入手可 以记住 strain 表示 n.极度紧张；压力，负担； ④ 最后，联系 n./v.扭伤，拉伤 的含义可以想象在拔河比赛接近尾声的时候，由于 比赛太过激烈且势均力敌，双方陆陆续续都有队员由于用力过猛导致了 n./v.扭 伤，拉伤； 为了加深印象，你还可以刻画在比赛结尾时双方都有选手发出了""啊！啊！好疼！"" 的哀嚎，通过这种受伤时发出的叫声，进一步巩固 strain 表示 n./v.扭伤，拉伤； 总结：有关 strain 通过其""使劲""且""用尽""力气的谐音联想到奋力拔河的场景。通过 拔河比赛全方位把握一系列含义：1）描述行为和状态，v.拉紧；尽力；n.拉紧，绷 紧；2）描述对峙局面，表示 n.张力；3）描述心里状态，表示 n.极度紧张；压 力，负担；4）描述两败俱伤的结果，表示 n./v.扭伤，拉伤",,,,Part3,963,单词突围5200 上册,1.0
restraint,/rɪˈstreɪnt/,n.,抑制，限制，克制；约束措施，约束条件,My father's rage was beyond restraint.我父亲怒不可遏。,restrain 为已经记忆过的单词，表示 vt.阻止，控制；抑制，遏制；末尾加上 -t 名 词后缀，表示核心含义相同的名词含义，意为 n.抑制，限制，克制；约束措施，约 束条件,,,,Part3,964,单词突围5200 上册,1.0
retain,/rɪˈteɪn/,vt.,保留，保持；保存,It will be important to retain independence to work effectively in an interdependent society. 在一个相互依赖的社会里，保持独立性对于高效工作将 是十分重要的。,划分：re | tain 针对第1个元素采用,,,,Part4,996,单词突围5200 上册,1.0
reveal,/rɪˈviːl/,vt.,揭露，泄露；展现，显示,Scientists revealed salty water may flow on the planet's surface during its summer months. 科学家们揭示，行星地表在其夏季月份里可能有咸水 流过。,划分：re | veal 针对第1个元素采用,,,revelation n.揭露； 对比辨析：reveal，uncover，expose reveal 指揭示、显示隐藏的、秘密的东西；uncover 指暴露隐秘的东西；expose 一般指对丑恶的揭露且会给被揭露者带来不好的影响。,Part1,251,单词突围5200 上册,1.0
revelation,/ˌrevəˈleɪʃn/,n.,被揭示的真相，（惊人的）新发现；揭示，透露；显示； reveal revelation,Kate holds her breath. The revelation isn't easy for her.凯特屏住了呼 吸， 揭露真相对她来说并不容易。,reveal 为已经记忆过的单词，表示 v.揭露；展示；末尾去掉 -al ，加上 -ion 名词 后缀，表示核心含义相同的名词含义，即 n.揭示，透露；显示；稍作延伸把握 revelation 还可以表示被揭露的事物，即 n.被揭示的真相，（惊人的）新发现,,,,Part1,251,单词突围5200 上册,1.0
revenue,/ˈrevən uː/,n.,收入，收益；税收，财政收入,Many fast-food companies now expect to increase their revenue by introducing higher-priced items. 现在很多快餐公司都期望通过引入价格更高的 产品来增加收入。,划分：re | ven | (n)ue ① 针对第1个元素采用,,,,Part1,353,单词突围5200 上册,1.0
reversal,/rɪˈvɜːrsl/,n.,逆转；撤回,Some people looking after elderly parents have trouble with the role reversal involved. 一些照看年迈父母的人在角色转变上有困难。,reverse 为已经记忆过的单词，表示 v.撤销；（使）反向；末尾去掉 -se 再加上 -al 名词后缀，得到核心含义相同的名词含义，表示 n.逆转；撤回,,,,Part1,694,单词突围5200 上册,1.0
reverse,/rɪˈvɜːs/,v.,撤销；推翻；（使）反向；（使）倒转；彻底改变；n.相反，对立面；方 面，背面，后面；挫折，逆境；ad .反向的，相反的；倒转的,The chocolate fries are McDonald's Japan's attempt to reverse poor sales. 日本麦当劳试图以支款巧克力酱薯条来扭转糟糕的销量。,划分：re | vers | e 针对第1个元素采用,,the reverse order 相反的顺序,reversal n.反转；reversible ad .可反转的,Part1,693,单词突围5200 上册,1.0
reversible,/rɪˈvɜːrsəbl/,,ad .可逆的,"Heart disease is reversible in some cases, according to a study published last summer. 根据去年夏天发表的一项研究，心脏病有时是可逆的。 reversal reversible","reverse 为已经记忆过的单词，表示 v.（使）反向；把握其表示""逆转，反向""的核 心含义内核，末尾去掉 -e 后缀再加上 -ible 表示""能/可…的""形容词后缀，得到核 心含义相同的形容词含义，表示 ad .可逆的",,,,Part1,694,单词突围5200 上册,1.0
revolution,/ˌrevəˈluːʃn/,n.,革命，变革； devastating devastation revolution,The industrial revolution modified the whole structure of English society. 工业革命改变了整个英国社会的结构。,划分：re | volution 针对第1个元素采用,,,,Part2,945,单词突围5200 上册,1.0
reward,/rɪˈwɔːd/,n.,奖赏；报答；报酬；回报,Winning the match was ust a reward for the effort John had made.赢 得比赛只是对约翰所付出努力的回报。,划分：re | ward 针对第1个元素采用,,,rewarding ad .值得做的；有益的；报酬高的； 对比辨析：reward，award，prize reward 指应得的报酬、奖金，不强调荣誉；award 指授予奖章或奖金，常表荣 誉；prize 常指因某事或比赛而赢得的奖品或奖金，也含荣誉的意味,Part2,275,单词突围5200 上册,1.0
rhyme,/raɪm/,n.,韵，押韵；v.（使）押韵,"I cannot find a rhyme to ""hiccups"". 我不能找到和 hiccups 同韵的词.",通过 rhyme 的发音联想到熟悉的单词 rap，意为饶舌说唱 ——> 说唱音乐很重要 的一点就是押韵，由此记忆 rhyme 与押韵的含义 n.韵，押韵；v.（使）押韵,,,,Part3,1282,单词突围5200 上册,1.0
rhythm,/ˈrɪðəm/,n.,韵律；节奏,His poem has a pleasing rhythm. 他的诗有和谐的韵律。,"通过 rhythm 的字形和发音联想到已经记忆过的单词 rhyme n.韵，押韵；更进一 步联想起我们在记忆单词 rhyme 时采用的""唱 rap 时押韵是很重要的因素""这个意 向 ——> 将唱 rap 这个意向进行进一步延伸：由于 rap 说唱是节奏感很强的音 乐，因此要想唱好说唱不仅仅要注重""押韵""，""节奏""同样非常重要； 而 rhyme 和 rhythm 恰好就对应说唱音乐最重要的""押韵""和""节奏""这两个要素， 其中 rhyme 对应 n.押韵；那么 rhythm 自然就表示 n.节奏；韵律",,,rhythmic ad .节奏分明的,Part3,1282,单词突围5200 上册,1.0
rhythmic,/ˈrɪðmɪk/,,ad .节奏分明的,Her breathing became more rhythmic. 她的呼吸变得更有规律了。,rhythm 为已经记忆过的单词，表示 n.节奏；末尾加上 -ic 形容词后缀，得到核心 rhyme rhythm rhythmic 含义相同的形容词含义，表示 ad .节奏分明的,,,,Part3,1282,单词突围5200 上册,1.0
rich,/rɪtʃ/,,ad .富的，有钱的；富裕的；富饶的；富裕的；丰富的,She is rich in the inner feelings. 她内心的感情丰富。,（熟悉单词，无需额外记忆方法）,,,,Part1,150,单词突围5200 上册,1.0
ride,/raɪd/,v.,骑（马、自行车）；乘车；n.骑（马），乘（车）；骑马（或乘车的）旅 行,He loves to ride on a horse. 他喜欢骑马。 ride,（熟悉单词，无需额外记忆方法）,,,,Part2,386,单词突围5200 上册,1.0
ridiculous,/rɪˈdɪk ələs/,,ad .荒谬的，可笑的,It is ridiculous to dispute about such things. 争论这种事太可笑了。,"划分：ridi | cu | lous 针对第1个元素采用含义联想法：通过 ridi 的字形和发音联想到熟悉单词 ride v.乘 车； 针对第2个元素采用谐音记忆法：cu 在单词中的发音类似中文""哭""，哭泣； conservation ridiculous 针对第3个元素采用 | 词根分析：rid：词根，表示笑； | 巧记：通过熟练掌握 ridiculous 反向记忆，rid | icul | ous：其中 rid 表示 笑；ous 表示…的 ——> ad .可笑的",,,,Part4,1106,单词突围5200 上册,1.0
rigid,/ˈrɪdʒɪd/,,ad .刚硬的；死板的；严格的,"Although the rigid high-low distinction fell apart in the 1960s, we still use culture as a badge of identity. 尽管严格的高低之分在20世纪 60年代已 经分崩离析，但我们仍然用文化作为身份的标志。",划分：ri | gi | d 针对第1个元素采用,,,rigidity n.僵化； rigid rigidity,Part4,874,单词突围5200 上册,1.0
rigidity,/ˈrɪdʒɪd/,,ad .刚硬的；死板的；严格的,"Although the rigid high-low distinction fell apart in the 1960s, we still use culture as a badge of identity. 尽管严格的高低之分在20世纪 60年代已 经分崩离析，但我们仍然用文化作为身份的标志。",划分：ri | gi | d 针对第1个元素采用,,,rigidity n.僵化； rigid rigidity,Part4,874,单词突围5200 上册,1.0
rigor,/ˈrɪɡər/,n.,严格，严厉；严谨，严密；严酷；艰苦,Everyone has to understand the utmost rigor of the law.每个人都必须 懂得法律的严厉。,"rigid 为已经记忆过的单词，表示 ad .死板的；严格的；末尾去掉 -id 形容词后 缀，加上 -or 名词后缀，得到核心含义相同的名词含义，意为 n.严格，严厉；严 谨，严密； 由""严格，严厉""的含义联想到父母对孩子特别严厉的家庭，将这种对家庭氛围的负 面评价延伸到对外部物质环境的负面评价，即表示不好的、艰苦的环境，意为 n.严 酷；艰苦",,,rigorous ad .严密的；严格的,Part4,875,单词突围5200 上册,1.0
rigorous,/ˈrɪɡərəs/,,ad .严密的，缜密的；严格的，严厉的,We are coordinating a rigorous investigation. 我们正在协作进行一项严 格的调查。,rigor 为已经记忆过的单词，表示 n.严格，严厉；严谨，严密；严酷；艰苦；末尾 rigor rigorous 加上 -ous 形容词后缀，得到核心含义相同的形容词含义，表示 ad .严密的，缜密 的；严格的，严厉的,,,,Part4,875,单词突围5200 上册,1.0
rise,/raɪz/,vi.,（rose，risen，rising）n.上升，上涨,Only with hard work can you expect to get a pay rise. 只有努力工作你 才有望加薪。 对比辨析：rise，raise rise 为不及物动词，表示某物自己往上升：The sun rises in the east. 太阳从东方 升起。而 raise 为及物动词，可接宾语，可用于被动语态：Raise your hands. 举 起手来。,"由 rise 容易联想到已经记忆过的单词 arise v.升起，起来，将 arise 划分为 a | rise，其中 a 表示加强，故 rise 表达其""向上趋势""这个核心含义内核，故 rise 可 以表示 v.上升，上涨； 总结：无论是 arise 还是 rise，其含义核心都在 rise 传达的""向上的趋势""。",,,,Part4,1201,单词突围5200 上册,1.0
rival,/ˈraɪvl/,n.,竞争对手，敌手；可与匹敌的人（或物）；ad .竞争的，对抗的；vt.与… 竞争；与…匹敌；比得上；vi.参与竞争,This company hopes to rival for quality. 这家公司希望能凭借质量竞争。,"针对整个单词采用字形联想法：通过 rival 的字形和发音联想到一个已经记忆过的 单词 river n.江河；下面通过联想将 rival n.竞争对手；vi.竞争 和 river n.江河 联系 起来 ——> 在脑海中想象一条河流，然后想象现在举行了一个""河流长跑锦标 赛""，你和你的竞争对手分别处于河流的两边，规则就是沿着河流一直跑，谁先到 达终点谁就获胜； 比赛开始后你和对手都沿着河流拼命跑，时不时还扭头看看河对面的竞争对手，双 方跑了好久好久僵持不下。到最后你的对手竟然在临近终点时一个不小心掉进了河 流里，最终你成功获得了冠军； 看到 rival 想起你和竞争对手隔着一条河进行的激烈的竞争和比赛，由此把握 rival 与""竞争、对抗""相关意向，进而延伸得到一系列相关含义：作名词表示 n.竞争对 手，敌手；可与匹敌的人（或物）；作形容词表示 ad .竞争的，对抗的；作动词表 示 vt.与…竞争；与…匹敌；比得上；vi.参与竞争； 注意：有关 rival 核心在于把握其表示与""竞争、对抗、比赛""有关的核心含义内 核，具体作动词、名词、形容词的含义可在具体场景中由核心含义推导延伸而来。",,,rivalry n.竞争； river rival,Part4,775,单词突围5200 上册,1.0
rivalry,/ˈraɪv(ə)lri/,n.,竞争，竞赛，对抗,It was Allen who fired this rivalry with real passion. 是艾伦满怀激情地 激发了这次对抗。,rival 为已经记忆过的单词，表示 vt.与…竞争；与…匹敌；末尾加上 -ry 名词后 缀，得到核心含义相关的名词含义，即 n.竞争，竞赛，对抗； | 词根分析：-ry：后缀，表示名词含义； 巧计：通过熟练掌握 rivalry 这个单词，反向记忆 -ry 表示集体名词,,,,Part4,776,单词突围5200 上册,1.0
river,/ˈrɪvə(r)/,n.,江；河；水道,The battlefield flowed with rivers of blood. 战场上血流成河。,（熟悉单词，无需额外记忆方法）,,,,Part4,775,单词突围5200 上册,1.0
robot,/prækˈtɪʃənə(r)/,n.,"习艺者, 实习者；从业者(尤指医师)",The agency asked hospital practitioners to be more careful in prescribing antibiotics.该机构还要求医疗工作者谨慎开药。,practice 为已经记忆过的单词，表示 v.练习；实践；在末尾去掉 -ce 加上后缀 -ion 和 -er 表示核心含义相同且与人有关的含义：1）当 practice 表示 v.练习 时，practitioner 表示练习的人，即实习者，由此记住 n.实习者；2）当 practice 表示 v.实践 时，practitioner 表示实践专业技能的人，即 n.从业者(尤指医师),,,,Part1,1219,单词突围5200 上册,1.0
robust,/rəʊˈbʌst/,,ad .强壮的，健康的,"Aaron is a large , robust man in his fifties. 艾伦50多岁，身材高大，很 强壮。 settlement robust < nozuu%2Fnlgqhi%2Fnsh0ynoikllx %2Fcdn.nlark.com%2Fyuque%2F0%2F2023%2Fpng%2F21540932%2F16812041522 9eb4-ad02fa0de0e1.png&title=Part4%20%7C%20Part4political%E9%9F%B3%E6%A %C9%99%CB%88l%C9%AAt%C9%AAkl%2F%E9%87%8A%E4%B9%89%EF%BC %B2%BB%E7%9A%84%EF%BC%9B%E5%B8%A6%E4%BD%A0%E8%83%8C%EF% %88%86%EF%BC%9Apolit%20%7C%20ical%E9%92%88%E5%AF%B9%E7%AC%A","划分：ro丨bust 针对第1个元素采用谐音记忆法：ro 在单词中的发音类似中文里的""肉""，这里引申 为肌肉； 针对第2个元素采用含义联想法：通过 bust 在单词中的发音和字形容易联想到已 经记忆过的单词 burst v.爆炸； 综合考虑：ro（肉，肌肉） + burst（爆炸） ——> 肌肉力量爆炸，表明一个人 强壮健康，故 robust 表示 ad .强壮的，健康的",,,,Part4,1111,单词突围5200 上册,1.0
romance,/ˈrəʊmæns/,n.,浪漫史；浪漫气氛，传奇色彩；爱情小说，传奇故事,I had a thirst for romance. 我渴望感受浪漫的气氛。,romantic 为已经记忆过的单词，末尾去掉 -ic 形容词后缀，加上-ce 名词后缀，得 到核心含义紧密相关的名词含义，①如果 romantic 表示 ad .浪漫的；多情的；对 应的即为 n.浪漫史；浪漫气氛；爱情故事；②如果 romantic 表示 ad .不切实际 的，空想的；对应的，即为 n.传奇色彩；传奇故事,,,,Part2,939,单词突围5200 上册,1.0
romantic,romantic,,ad .浪漫的；多情的；有浪漫色彩的；不切实际的，空想的,I wish you'd be more romantic，such as giving me some flowers. 我 希望你更浪漫一点，比如送我一些鲜花。,"① 针对整个单词采用谐音记忆法：romantic 的发音类似中文""罗曼蒂克""，即表示 ad .浪漫的；多情的；有浪漫色彩的； ② 如果对""罗曼蒂克""感触不深，可以换个思路对单词进行重新划分：rom | antic 针对第1个元素采用含义联想法：通过 rom 的字形和发音联想到著名的城市 Rome - 罗马，一座充满历史感的城市； 针对第2个元素采用",,,,Part2,938,单词突围5200 上册,1.0
rose,/rəʊz/,n.,玫瑰花,She blushed as red as a rose. 她脸红得像朵玫瑰花。,"通过 rose 联想起著名电影《泰坦尼克号》中 Jack 和 Rose 之间的凄美爱情故事， 进而联想起""玫瑰花""这个爱情的象征，由此记住 rose 表示爱情的象征 n.玫瑰花； rain grain rose",,,,Part1,912,单词突围5200 上册,1.0
routine,/ruːˈtiːn/,n.,常规，日常事务；ad .例行的，常规的,The#artists#were#going#through#their#daily#routines.#艺术家们正进行日 常的练习活动。,"针对整个单词采用谐音记忆法：routine#的发音类似中文""入厅""，进入客厅#——># 正常来说，我们每次回家进入客厅都有一套固定的动作，比如：开门，关门，脱 鞋，换鞋，走进客厅… ①#由于每次进入客厅都是不变的流程，我们可以将这种流程固定的事务视为回家 后的""常规""操作。具体刻画你开门回家之后那一套娴熟的动作，由此把握#routine# 表示#n.常规； ②#由#n.常规#进行延伸#——>#生活中流程规定的常规操作常常不局限在回家进屋 这件小事上。如果我们仔细观察会发现生活中许多事情几乎都是在按步骤走流程， 比如干家务、洗漱、甚至是做一些枯燥的工作… 针对这类流程固定且没有变化的事物，我们可以将其视为无需特别关注的#n.日常事 务； ③#由#n.常规，日常事务#的含义延伸为形容词，即表示#ad .例行的，常规的； 总结：关于#routine#这个单词重点把握其表达的""固定死板且没有变化的事务""这个 核心含义内核。",,,,Part4,443,单词突围5200 上册,1.0
rude,/ruːd/,,ad .无礼的，粗鲁的，粗暴的,This bad boy was quite rude to his elderly and disabled mother. 这个 坏男孩对他上了年纪又身患残疾的妈妈很粗鲁。 词根词缀积累： rud：词根，表示天然的，粗糙的； 巧记：通过熟练掌握 rude 反向记忆，rud | e：其中 rud 表示天然的，粗糙的；末 尾加上 -e 得到核心含义相同的形容词含义，即 ad .无礼的，粗鲁的，粗暴的,"划分：ru | de 针对第1个元素采用谐音记忆法：ru 在单词中的发音类似中文中""鲁""，粗鲁； cozy rude 针对第2个元素采用采用谐音记忆法：de 在单词中的发音类似中文里的""的""； 综合考虑 ru（粗鲁）+ de（的）——> ad .粗鲁的，无礼的；粗暴的； | 词根分析：rud：词根，表示天然的，粗糙的； | 巧记：通过熟练掌握 rude 反向记忆，rud | e：其中 rud 表示天然的，粗糙的；末 尾加上 -e 得到核心含义相同的形容词含义，即 ad .无礼的，粗鲁的，粗暴的",,,"rudeness n.粗鲁，无礼； 对比辨析：rude，crude，rough rude 意为""粗鲁的，无礼的，没有教养的""；crude 主要指事物没有经过加工、尚 处于自然状态的；rough 指物体表面凹凸不平、纹理不精细或者行为粗暴。",Part2,1265,单词突围5200 上册,1.0
rudeness,/ ˈrudnɪs/,n.,无礼；粗蛮,His rudeness made him many enemies. 他的粗鲁作风得罪了很多人。,rude 为已经记忆过的单词，表示 ad .无礼的，粗鲁的；末尾加上 -ness 名词后 缀，得到核心含义相同的名词含义，表示 n.无礼；粗蛮,,,,Part2,1266,单词突围5200 上册,1.0
